"term","Estimate","Std. Error","z value","Pr(>|z|)","lower_ci","upper_ci","field","stars","model"
"(Intercept)",0.969444034196015,0.0700570381723439,13.8379249178524,1.50488405583404e-43,0.832134762514673,1.10675330587736,"stem","***","News attention"
"news_all_l",0.0169938713103992,0.00136673597882485,12.4339093824185,1.71059532742711e-35,0.0143151180155274,0.0196726246052711,"stem","***","News attention"
"inferred_genderw",-0.256624463115673,0.112423776253741,-2.2826529375465,0.0224508200413982,-0.476971015578994,-0.0362779106523511,"stem","*","News attention"
"cited_by_total_all_l",4.16190965043356e-06,2.71749490900456e-06,1.5315243596751,0.125639850724506,-1.16428249938634e-06,9.48810180025345e-06,"stem","","News attention"
"alt_online_all_total_l",0.000449442230480556,0.000152017750767881,2.95651151401929,0.00311140614406948,0.000151492913964722,0.000747391546996389,"stem","*","News attention"
"alt_twitter_total_l",2.22106788891863e-05,1.98257235951941e-05,1.1202960024405,0.262587645018914,-1.66470253248402e-05,6.10683831032127e-05,"stem","","News attention"
"coa_tot_cited_by_total_l",3.34886472187927e-07,3.05750906637961e-07,1.0952918369739,0.273388802590809,-2.64374293062945e-07,9.34147237438798e-07,"stem","","News attention"
"coa_online_all_total_l",6.11906355160934e-05,5.40480902977768e-05,1.132151666765,0.257570676293658,-4.47416749007178e-05,0.000167122945932905,"stem","","News attention"
"coa_twitter_total_l",2.87900799500486e-06,1.18716794604569e-05,0.242510590400834,0.808384551785434,-2.03890561834946e-05,2.61470721735043e-05,"stem","","News attention"
"as.factor(year)2014",-0.155824017708241,0.133510304941263,-1.167131014919,0.243157464487058,-0.417499406958076,0.105851371541594,"stem","","News attention"
"as.factor(year)2015",0.0643644901478473,0.0511598235997047,1.25810617822808,0.208353359263436,-0.0359069215629962,0.164635901858691,"stem","","News attention"
"as.factor(year)2016",0.11141458790426,0.0710552900761771,1.56799849504258,0.116881483570145,-0.0278512215560934,0.250680397364613,"stem","","News attention"
"as.factor(year)2017",0.121456853449695,0.0659850296115718,1.84067286420366,0.0656695128193355,-0.00787142810779468,0.250785135007185,"stem",".","News attention"
"as.factor(year)2018",0.201788870811071,0.0580505745051065,3.47608740363665,0.000508786439832927,0.0880118354992035,0.315565906122939,"stem","***","News attention"
"as.factor(year)2019",0.300657829603231,0.0669475319328841,4.490947177928,7.09071363153297e-06,0.169443078160933,0.431872581045529,"stem","***","News attention"
"as.factor(year)2020",0.198214699892363,0.0766241835114976,2.58684257121801,0.00968598346798368,0.0480340598650403,0.348395339919687,"stem","*","News attention"
"as.factor(year)2021",0.27422572617996,0.0714404360363219,3.83852257061446,0.000123776838323503,0.134205044508932,0.414246407850989,"stem","***","News attention"
